match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2015,2,Man City,1,3,3,3,0
2015,2,Leicester,2,3,2,4,2
2015,2,Crystal Palace,3,3,2,3,1
2015,2,West Ham,4,3,2,2,0
2015,2,Man Utd,5,3,1,1,0
2015,2,Liverpool,6,3,1,1,0
2015,2,Aston Villa,7,3,1,1,0
2015,2,Chelsea,8,1,0,2,2
2015,2,Southampton,9,1,0,2,2
2015,2,Swansea,10,1,0,2,2
2015,2,Everton,11,1,0,2,2
2015,2,Newcastle,12,1,0,2,2
2015,2,Watford,13,1,0,2,2
2015,2,Spurs,14,0,-1,0,1
2015,2,Stoke City,15,0,-1,0,1
2015,2,Bournemouth,16,0,-1,0,1
2015,2,Sunderland,17,0,-2,2,4
2015,2,Norwich,18,0,-2,1,3
2015,2,Arsenal,19,0,-2,0,2
2015,2,West Brom,20,0,-3,0,3
2015,3,Man City,1,6,6,6,0
2015,3,Leicester,2,6,3,6,3
2015,3,Man Utd,3,6,2,2,0
2015,3,Liverpool,4,6,2,2,0
2015,3,Everton,5,4,3,5,2
2015,3,Swansea,6,4,2,4,2
2015,3,Crystal Palace,7,3,1,4,3
2015,3,West Ham,8,3,1,3,2
2015,3,Norwich,9,3,0,4,4
2015,3,Aston Villa,10,3,0,1,1
2015,3,Arsenal,11,3,-1,2,3
2015,3,Watford,12,2,0,2,2
2015,3,Spurs,13,1,-1,2,3
2015,3,Stoke City,14,1,-1,2,3
2015,3,Newcastle,15,1,-2,2,4
2015,3,Chelsea,16,1,-3,2,5
2015,3,Southampton,17,1,-3,2,5
2015,3,West Brom,18,1,-3,0,3
2015,3,Bournemouth,19,0,-2,0,2
2015,3,Sunderland,20,0,-4,3,7
2015,4,Man City,1,9,8,8,0
2015,4,Leicester,2,7,3,7,4
2015,4,Man Utd,3,7,2,2,0
2015,4,Liverpool,4,7,2,2,0
2015,4,Crystal Palace,5,6,2,6,4
2015,4,Swansea,6,5,2,5,3
2015,4,Everton,7,4,1,5,4
