post_id,text,time,shared_text,likes,comments,shares,post_url,link,like,love,wow,haha,sorry,anger,w3_fb_url
10163897360370455,"IF WE FOLLOW THE GAME PLAN WE WILL GET THROUGH THIS TOGETHER 💙
⁣
#CityzensAtHome is here to bring you regularly updated news, advice and a wide range of fun and educational activities, centred on football, for the whole family to enjoy in your homes.⁣
⁣
mancity.com/cityzensathome",2020-03-30 14:15:23,,5801,267,0,https://m.facebook.com/story.php?story_fbid=10163897360370455&id=208411345454,http://mancity.com/cityzensathome,5801,817,13,11,4,9,nan
10164012090975455,"We asked our players to name their favourite goals of the season so far...
First up, and we've got Jill Scott's top five!",2020-04-17 14:00:01,,686,27,0,https://m.facebook.com/story.php?story_fbid=10164012090975455&id=208411345454,,687,55,1,1,0,0,nan
10164011702550455,"Samir was IMMENSE that day!
Revisiting our 8-Bit City series 🎮",2020-04-17 12:00:00,,985,21,0,https://m.facebook.com/story.php?story_fbid=10164011702550455&id=208411345454,,985,119,1,8,1,0,nan
10164011741035455,Classic Carlos! 🔥,2020-04-17 10:00:01,,4179,65,0,https://m.facebook.com/story.php?story_fbid=10164011741035455&id=208411345454,,4179,522,19,5,1,1,nan
10164005639920455,"🏆 DRINKING IT IN 🏆
Post 93:20 euphoria and plenty of other behind-the-scenes clips from over the years in our Tunnel Cam Supercut!
*Cue nostalgia*
WATCH 🎥 https://youtu.be/-vS4l1HJb8A",2020-04-16 22:00:34,,2704,64,0,https://m.facebook.com/story.php?story_fbid=10164005639920455&id=208411345454,https://youtu.be/-vS4l1HJb8A,2704,370,10,3,1,1,nan
10164006219915455,"🍽 RECIPES
🗞 NEWS
🗣 ADVICE
⚽️ ACTIVITIES
https://www.mancity.com/cityzensathome
BETA.MANCITY.COM
Cityzens at Home",2020-04-16 18:00:00,"BETA.MANCITY.COM
Cityzens at Home",1609,61,13,https://m.facebook.com/story.php?story_fbid=10164006219915455&id=208411345454,https://www.mancity.com/cityzensathome,1609,147,6,1,0,0,nan
10164005804595455,"🏆 Stay And Play Cup! 🏆
Our boy Phil Foden is set to play Nabil Bahoui from AIK tomorrow at 17:00 UK time!
TWITCH: https://www.twitch.tv/easportsfifa",2020-04-16 16:00:01,,3697,73,0,,https://www.twitch.tv/easportsfifa,3697,304,5,9,0,5,nan
10164005258630455,As if this was four years ago today!,2020-04-16 14:00:01,,2486,117,0,https://m.facebook.com/story.php?story_fbid=10164005258630455&id=208411345454,,2486,324,5,23,1,2,nan
10164004790715455,,2020-04-16 10:21:14,,4198,110,0,,,0,0,0,0,0,0,nan
10164004718650455,Anyone else get goosebumps watching this?,2020-04-16 10:01:34,,4211,153,0,https://m.facebook.com/story.php?story_fbid=10164004718650455&id=208411345454,,4211,676,13,6,0,1,nan
10163999552020455,"We continue to revisit our series of great goals 8-Bit style...
Next up, we've got Dzeko against Spurs!",2020-04-15 20:00:01,,2337,131,0,https://m.facebook.com/story.php?story_fbid=10163999552020455&id=208411345454,,2337,262,5,16,0,0,nan
10163998775630455,"Cooking, dancing and dinner party guests are all up for discussion as Rodri takes to the hot seat for Ask Me Anything!",2020-04-15 18:00:01,,1940,48,0,,,1940,222,7,4,0,0,nan
10163998849410455,"The #StayAndPlay EA SPORTS FIFA Cup starts today!
Stay tuned as our boy Phil Foden will be playing his first game on Friday...
Details: https://manc.it/2RF7x9j",2020-04-15 16:00:01,,2506,89,0,https://m.facebook.com/story.php?story_fbid=10163998849410455&id=208411345454,https://manc.it/2RF7x9j,2506,119,3,7,0,1,nan
10163998710545455,"How cool is this?!
Check out our brand-new 'Be The Player' mode!
What would you do?",2020-04-15 14:19:51,,5717,106,0,https://m.facebook.com/story.php?story_fbid=10163998710545455&id=208411345454,,5717,785,42,13,1,5,nan
10163998288320455,"Time for another CITY+ Watch Together!
And today we're joined by Sergio Aguero...
Napoli 2-4 City, 2017
19:45 UK
CITY+
Details: manc.it/3chrPgP",2020-04-15 12:38:00,,7934,92,0,https://m.facebook.com/story.php?story_fbid=10163998288320455&id=208411345454,http://manc.it/3chrPgP,7934,1067,21,14,1,3,nan
10163998251910455,"We asked our players to name their favourite goals of the season so far...
First up, and we've got Jill Scott's top five!",2020-04-15 12:33:25,,1932,52,0,,,1932,123,4,2,0,1,nan
10163992149150455,A classic win at White Hart Lane!,2020-04-14 21:00:01,,8712,82,0,https://m.facebook.com/story.php?story_fbid=10163992149150455&id=208411345454,,8712,747,30,15,3,8,nan
10163993145495455,She's staying!,2020-04-14 19:02:48,,11713,131,0,https://m.facebook.com/story.php?story_fbid=10163993145495455&id=208411345454,,11713,1197,27,11,2,4,nan
10163992488205455,"Janine, Janine!
We are delighted to announce Janine Beckie has signed a new two-year deal with the Club.",2020-04-14 19:00:01,,2218,40,0,https://m.facebook.com/story.php?story_fbid=10163992488205455&id=208411345454,,2218,220,5,0,0,0,nan
10163991347690455,"We continue to revisit our series of great goals 8-Bit style!
Next, Yaya Toure steps up to the penalty spot...",2020-04-14 17:00:00,,2420,51,0,https://m.facebook.com/story.php?story_fbid=10163991347690455&id=208411345454,,2420,266,3,16,0,1,nan
10163991512625455,"Riyad Mahrez's City stats...Oh, go on then!",2020-04-14 15:00:00,,25118,929,0,,,25118,11381,283,55,7,10,nan
10163990991610455,"Don't forget to head over to Cityzens At Home for regularly updated news, advice and a wide range of fun and educational activities, centred on football, for the whole family to enjoy in your homes...
Check it out here! ⬇
BETA.MANCITY.COM
Cityzens at Home",2020-04-14 12:00:14,"BETA.MANCITY.COM
Cityzens at Home",947,28,6,https://m.facebook.com/story.php?story_fbid=10163990991610455&id=208411345454,https://www.mancity.com/cityzensathome,947,83,2,0,0,0,nan
10163990837805455,"One step closer! 👣
This win in 2018 saw us move just three points away from the title!",2020-04-14 10:00:01,,8590,89,0,https://m.facebook.com/story.php?story_fbid=10163990837805455&id=208411345454,,8590,898,24,10,1,3,nan
10163985133300455,"🍽 RECIPES
🗞 NEWS
🗣 ADVICE
⚽️ ACTIVITIES
BETA.MANCITY.COM
Cityzens at Home",2020-04-13 17:00:24,"BETA.MANCITY.COM
Cityzens at Home",1134,29,12,https://m.facebook.com/story.php?story_fbid=10163985133300455&id=208411345454,http://manc.it/2UQNd6B,1134,77,2,1,0,0,nan
10163984758535455,Revisiting our series of great goals 8-Bit style!,2020-04-13 15:00:00,,3946,121,0,https://m.facebook.com/story.php?story_fbid=10163984758535455&id=208411345454,,3946,549,13,55,0,2,nan
10163985113360455,"How our players are keeping fit and healthy during lockdown 💪
You could feature next week - tag your clips using #MoveMoreAtHome on Instagram and Twitter 🙌",2020-04-13 13:00:00,,1840,60,0,,,1840,195,4,1,0,0,nan
10163984842860455,"HAPPY BIRTHDAY, CLAUDIO!",2020-04-13 10:56:50,,24815,585,0,https://m.facebook.com/story.php?story_fbid=10163984842860455&id=208411345454,,24815,2183,32,48,4,15,nan
10163984714260455,Our first competitive game as Manchester City Women - a 2-1 FA Cup win over Reading on this day six years ago!,2020-04-13 10:13:11,,5939,68,0,https://m.facebook.com/story.php?story_fbid=10163984714260455&id=208411345454,,5939,406,11,4,2,1,nan
10163977910125455,Enjoy every magical David Silva league goal for City! 🥰,2020-04-12 21:00:46,,9329,133,0,https://m.facebook.com/story.php?story_fbid=10163977910125455&id=208411345454,,9329,1555,64,19,4,8,nan
10163977939995455,"If you feel like working off some of that Easter chocolate, we have you covered on #CityzensAtHome with a series of fitness and mobility activities and games for everyone 💙
BETA.MANCITY.COM
Challenges activities and games",2020-04-12 14:00:01,"BETA.MANCITY.COM
Challenges activities and games",3349,69,26,https://m.facebook.com/story.php?story_fbid=10163977939995455&id=208411345454,https://www.mancity.com/cityzensathome/challenges-activities-and-games#fitness,3349,148,4,1,0,0,nan
10163977886040455,A big hit from KDB won it against PSG!,2020-04-12 11:00:00,,26333,290,0,https://m.facebook.com/story.php?story_fbid=10163977886040455&id=208411345454,,26333,3000,102,37,8,6,nan
10163977837245455,Wishing you all a wonderful Easter! 💙⁣,2020-04-12 08:53:08,,13261,257,0,https://m.facebook.com/story.php?story_fbid=10163977837245455&id=208411345454,,13261,1538,23,40,2,10,nan
10163971864230455,1 minute and 31 seconds of pure Kevin De Bruyne magic ✨,2020-04-11 21:00:31,,11777,162,0,,,11777,1702,43,16,0,5,nan
10163971876505455,"Don't forget to head over to Cityzens At Home for regularly updated news, advice and a wide range of fun and educational activities, centred on football, for the whole family to enjoy in your homes...
Check it out here! ⬇
BETA.MANCITY.COM
Cityzens at Home",2020-04-11 17:00:42,"BETA.MANCITY.COM
Cityzens at Home",1200,21,10,https://m.facebook.com/story.php?story_fbid=10163971876505455&id=208411345454,https://www.mancity.com/cityzensathome?fbclid=IwAR0ubNi-Buev1ZuuHzuvx1_Wg2Lk3l0MGmexBTfgHQf1T-9bE_dx78qTds0,1200,94,1,0,0,0,nan
10163972991740455,"""You're not getting past me today"".
Guest punditry (and banter) from Micah Richards and Joleon Lescott for today's CITY+ Watch Together.
WATCH: http://mancity.com/watchtogether",2020-04-11 15:52:26,,4325,58,0,https://m.facebook.com/story.php?story_fbid=10163972991740455&id=208411345454,http://mancity.com/watchtogether,4325,293,2,3,1,0,nan
10163971948510455,Enjoy every magical David Silva league goal for City! 🥰,2020-04-11 14:00:00,,18156,338,0,,,18156,2891,142,30,5,3,nan
10163971859865455,A finishing masterclass against the Baggies! 🔥,2020-04-11 11:00:01,,17365,93,0,https://m.facebook.com/story.php?story_fbid=10163971859865455&id=208411345454,,17365,1237,38,15,1,8,nan
10163971809565455,"DOUBLE DERBY MATCHDAY! 🔵🔴
3pm - United v City 11/12
5pm - City v United WSL 19/20
CITY+ Watch Together 💙
Details: https://manc.it/3efwPEo",2020-04-11 09:13:05,,12743,68,0,https://m.facebook.com/story.php?story_fbid=10163971809565455&id=208411345454,https://manc.it/3efwPEo,12743,894,13,8,2,5,nan
10163965241765455,"🍽 RECIPES
🗞 NEWS
🗣 ADVICE
⚽️ ACTIVITIES
BETA.MANCITY.COM
Cityzens at Home",2020-04-10 17:00:24,"BETA.MANCITY.COM
Cityzens at Home",1201,50,8,https://m.facebook.com/story.php?story_fbid=10163965241765455&id=208411345454,http://manc.it/2UQNd6B,1201,83,1,0,3,2,nan
10163965899400455,Check-out every City goal scored by birthday girl Pauline Bremer! 🔥,2020-04-10 15:00:01,,5809,84,0,https://m.facebook.com/story.php?story_fbid=10163965899400455&id=208411345454,,5809,434,16,7,1,1,nan
10163965153570455,"Missing seeing him out there! 😔
Bernardo in focus...",2020-04-10 12:00:00,,5363,75,0,,,5363,495,14,7,3,7,nan
10163965076780455,"Premier League 🏆🏆🏆🏆
League Cup 🏆🏆🏆🏆
FA Cup 🏆🏆
Happy birthday to the legend, Vincent Kompany!",2020-04-10 09:25:43,,40600,976,0,https://m.facebook.com/story.php?story_fbid=10163965076780455&id=208411345454,,40600,6420,88,96,14,13,nan
10163961106230455,SUNSET + BLUE MOON 🌅🌙,2020-04-09 22:00:01,,12943,164,0,https://m.facebook.com/story.php?story_fbid=10163961106230455&id=208411345454,,12943,2135,65,14,6,5,nan
10163961407620455,"It's time for Episode 6 of City Away!
From gym workouts, to new puppies, to splashing around in the pool, we take a look at what the players have been getting up to at home...",2020-04-09 20:00:00,,3199,44,0,,,3199,273,5,3,0,0,nan
