post_id,text,time,shared_text,likes,comments,shares,post_url,link,like,love,wow,haha,sorry,anger,w3_fb_url
10158451035122713,Happy boss = happy us 😁,2020-09-20 11:30:39,,23172,248,0,https://m.facebook.com/story.php?story_fbid=10158451035122713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
10158450303087713,This guy last night... 💪,2020-09-20 10:00:32,,47511,760,0,https://m.facebook.com/story.php?story_fbid=10158450303087713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
10158450298022713,"❤️❤️❤️
📸 Willian",2020-09-20 09:00:18,,67204,579,0,https://m.facebook.com/story.php?story_fbid=10158450298022713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
10158450150647713,"🏆 Your MOTM vs West Ham United...
𝐆 𝐀 𝐁 𝐑 𝐈 𝐄 𝐋!",2020-09-20 08:00:22,,59603,1408,0,https://m.facebook.com/story.php?story_fbid=10158450150647713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
10158450071732713,"🆚 Arsenal 2-1 West Ham
🏟️ Emirates Stadium
🏆 Premier League
Two games. Two wins. Six points. 👇",2020-09-20 07:00:00,,52440,1054,0,,,-1,-1,-1,-1,-1,-1,nan
10158449922887713,"How to change a game in three steps:
1️⃣ Come off the bench in the 77th minute
2️⃣ Get into the right position
3️⃣ Score a last minute winner!
When you need a goal... Call Eddie! 📞",2020-09-20 01:27:20,,53329,788,0,https://m.facebook.com/story.php?story_fbid=10158449922887713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
10158449771297713,😁😁😁,2020-09-20 00:38:09,,52991,468,0,https://m.facebook.com/story.php?story_fbid=10158449771297713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
10158449657467713,"5️⃣0️⃣ A big milestone tonight...
Keep smashing it, Alexandre Lacazette Officiel 💪",2020-09-20 00:01:13,,35491,433,0,https://m.facebook.com/story.php?story_fbid=10158449657467713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
10158449535042713,YES BOYS! 😍,2020-09-19 23:22:03,,104966,1414,0,https://m.facebook.com/story.php?story_fbid=10158449535042713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
993214287808428,"📺 The Breakdown LIVE
🗣 Analysis from Adrian Clarke
📞 Eddie answers the call
Watch the full Breakdown Live here 👉 www.arsenal.com/live",2020-09-19 22:54:33,,11769,1375,228,,http://www.arsenal.com/live,-1,-1,-1,-1,-1,-1,nan
10158449389782713,Eddie wins it at the death!! 📞,2020-09-19 22:53:51,,133744,4821,0,https://m.facebook.com/story.php?story_fbid=10158449389782713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
10158449354852713,"When you need a goal... 📞📞📞
EDDDDIEEEEEE!
🔴 2-1 ⚒️",2020-09-19 22:44:51,,38871,1161,0,https://m.facebook.com/story.php?story_fbid=10158449354852713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
10158449136102713,We're level at the break 🤝,2020-09-19 21:51:13,,23366,1847,0,https://m.facebook.com/story.php?story_fbid=10158449136102713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
10158449098247713,"Auba x Laca 😂
Dancing on the carpet! 💃",2020-09-19 21:38:03,,94823,944,0,https://m.facebook.com/story.php?story_fbid=10158449098247713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
10158449060137713,"LAAAACCAAA!
🔴 1-0 ⚒️",2020-09-19 21:26:31,,46744,888,0,https://m.facebook.com/story.php?story_fbid=10158449060137713&id=20669912712,,-1,-1,-1,-1,-1,-1,nan
375359790286914,"📺 The Breakdown LIVE
🗣 Analysis from Adrian Clarke
🏟 Back at Emirates Stadium
Watch the full Breakdown Live here 👉 www.arsenal.com/live",2020-09-19 20:39:29,,12809,1581,401,,http://www.arsenal.com/live,-1,-1,-1,-1,-1,-1,nan
10158448884252713,Ready for action at Emirates Stadium! 💪,2020-09-19 20:26:43,,40295,312,0,,,-1,-1,-1,-1,-1,-1,nan
