match_year,match_round,team,team_rank,team_points,team_goal_difference,team_goal_fatti,team_goal_subiti
2012,2,SSC Napoli,1,3,3,3,0
2012,2,Inter,2,3,3,3,0
2012,2,Juventus,3,3,2,2,0
2012,2,Chievo Verona,4,3,2,2,0
2012,2,Genoa,5,3,2,2,0
2012,2,Fiorentina,6,3,1,2,1
2012,2,Lazio,7,3,1,1,0
2012,2,Sampdoria,8,2,1,1,0
2012,2,AS Roma,9,1,0,2,2
2012,2,Catania,10,1,0,2,2
2012,2,Torino,11,0,0,0,0
2012,2,Udinese Calcio,12,0,-1,1,2
2012,2,AC Milan,13,0,-1,0,1
2012,2,Parma,14,0,-2,0,2
2012,2,Bologna,15,0,-2,0,2
2012,2,Cagliari Calcio,16,0,-2,0,2
2012,2,US Palermo,17,0,-3,0,3
2012,2,Pescara,18,0,-3,0,3
2012,2,Atalanta,19,-2,-1,0,1
2012,2,Siena,20,-5,0,0,0
2012,3,Juventus,1,6,5,6,1
2012,3,SSC Napoli,2,6,4,5,1
2012,3,Lazio,3,6,4,4,0
2012,3,Sampdoria,4,5,2,3,1
2012,3,AS Roma,5,4,2,5,3
2012,3,Catania,6,4,1,5,4
2012,3,Torino,7,3,3,3,0
2012,3,Inter,8,3,1,4,3
2012,3,Genoa,9,3,1,4,3
2012,3,AC Milan,10,3,1,3,2
2012,3,Fiorentina,11,3,0,3,3
2012,3,Parma,12,3,0,2,2
2012,3,Chievo Verona,13,3,0,2,2
2012,3,Cagliari Calcio,14,1,-2,1,3
2012,3,Udinese Calcio,15,0,-4,2,6
2012,3,Bologna,16,0,-4,1,5
2012,3,US Palermo,17,0,-6,0,6
2012,3,Pescara,18,0,-6,0,6
2012,3,Atalanta,19,-1,-1,1,2
2012,3,Siena,20,-5,-1,1,2
2012,4,Juventus,1,9,7,9,2
2012,4,SSC Napoli,2,9,6,8,2
2012,4,Lazio,3,9,6,7,1
2012,4,Sampdoria,4,8,3,6,3
2012,4,Inter,5,6,3,6,3
2012,4,Fiorentina,6,6,2,5,3
2012,4,AS Roma,7,4,1,7,6
2012,4,Catania,8,4,-1,5,6
2012,4,Torino,9,3,1,3,2
2012,4,AC Milan,10,3,0,3,3
2012,4,Genoa,11,3,-1,5,6
2012,4,Parma,12,3,-2,3,5
2012,4,Chievo Verona,13,3,-2,3,5
2012,4,Bologna,14,3,-3,4,7
2012,4,Atalanta,15,2,0,2,2
2012,4,Cagliari Calcio,16,2,-2,2,4
2012,4,Udinese Calcio,17,1,-4,4,8
2012,4,US Palermo,18,1,-6,1,7
2012,4,Pescara,19,0,-7,2,9
2012,4,Siena,20,-4,-1,3,4
2012,5,Juventus,1,12,9,11,2
2012,5,SSC Napoli,2,10,6,8,2
2012,5,Lazio,3,9,5,7,2
2012,5,Sampdoria,4,9,3,7,4
2012,5,AS Roma,5,7,4,10,6
2012,5,Fiorentina,6,7,2,6,4
2012,5,Inter,7,6,1,6,5
2012,5,Genoa,8,6,0,6,6
2012,5,Atalanta,9,5,1,3,2
2012,5,Catania,10,5,-1,5,6
2012,5,Torino,11,4,1,4,3
2012,5,Parma,12,4,-2,4,6
2012,5,Udinese Calcio,13,4,-3,6,9
2012,5,Bologna,14,4,-3,5,8
2012,5,AC Milan,15,3,-1,4,5
2012,5,Chievo Verona,16,3,-4,3,7
2012,5,Cagliari Calcio,17,2,-5,2,7
2012,5,Pescara,18,1,-7,3,10
2012,5,US Palermo,19,1,-7,1,8
2012,5,Siena,20,-1,1,5,4
2012,6,Juventus,1,13,9,11,2
2012,6,SSC Napoli,2,13,9,11,2
2012,6,Sampdoria,3,10,3,8,5
2012,6,Inter,4,9,3,8,5
2012,6,Lazio,5,9,2,7,5
2012,6,AS Roma,6,8,4,11,7
2012,6,Fiorentina,7,8,2,6,4
2012,6,Catania,8,8,0,7,7
2012,6,Genoa,9,7,0,7,7
2012,6,AC Milan,10,6,1,6,5
2012,6,Torino,11,5,1,4,3
2012,6,Atalanta,12,5,0,4,4
2012,6,Parma,13,5,-2,5,7
2012,6,Udinese Calcio,14,5,-3,6,9
2012,6,Bologna,15,4,-4,5,9
2012,6,Pescara,16,4,-6,4,10
2012,6,Chievo Verona,17,3,-6,3,9
2012,6,Siena,18,2,2,6,4
2012,6,Cagliari Calcio,19,2,-7,2,9
2012,6,US Palermo,20,1,-8,1,9
2012,7,Juventus,1,16,12,15,3
2012,7,SSC Napoli,2,16,10,12,2
2012,7,Inter,3,12,4,10,6
2012,7,Lazio,4,12,3,9,6
2012,7,Sampdoria,5,10,2,8,6
2012,7,Torino,6,8,5,9,4
2012,7,AS Roma,7,8,1,12,11
2012,7,Fiorentina,8,8,1,7,6
2012,7,Genoa,9,8,0,7,7
2012,7,Catania,10,8,-4,7,11
2012,7,AC Milan,11,7,1,7,6
2012,7,Bologna,12,7,0,9,9
2012,7,Pescara,13,7,-5,6,11
2012,7,Parma,14,6,-2,6,8
